id,descripcion,user_id,created_at,updated_at,deleted_at
6,Pertinencia,1,2021-10-13 11:25:43.000000,,
7,Seguridad,1,2021-10-13 11:25:43.000000,,
11,Pruebas3,1,2022-01-21 08:39:04.000000,2022-01-21 08:39:04.000000,
5,Continuidad,1,2021-09-20 22:58:45.000000,2021-10-26 12:20:55.000000,2021-10-26 12:20:55.000000
1,Accesibilidad,1,2021-09-20 22:58:45.000000,2021-09-22 13:46:25.000000,
4,Oportunidad,1,2021-10-13 11:25:43.000000,2021-10-13 11:25:43.000000,
